Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Molecule_type,Length,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
KM279606,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,SG(EHI)D291527Y10,Dengue virus,ssRNA(+),10176,Singapore,Singapore,,Homo sapiens,blood,2010
KM279607,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,SG(EHI)D286998Y10,Dengue virus,ssRNA(+),10176,Singapore,Singapore,,Homo sapiens,blood,2010
KM279608,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,SG(EHI)D219211Y10,Dengue virus,ssRNA(+),10176,Singapore,Singapore,,Homo sapiens,blood,2010
KM279610,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,SG(EHI)D284666Y10,Dengue virus,ssRNA(+),10176,Singapore,Singapore,,Homo sapiens,blood,2010
KM216692,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_010/2010,Dengue virus,ssRNA(+),1423,Indonesia: Bali,Indonesia,,Homo sapiens,,2010-08-05
KM216693,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_020/2010,Dengue virus,ssRNA(+),1485,Indonesia: Bali,Indonesia,,Homo sapiens,,2010-10-16
KM216694,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_021/2010,Dengue virus,ssRNA(+),1453,Indonesia: Bali,Indonesia,,Homo sapiens,,2010-08-06
KM216695,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_025/2010,Dengue virus,ssRNA(+),1485,Indonesia: Bali,Indonesia,,Homo sapiens,,2010-10-16
KM216696,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_035/2010,Dengue virus,ssRNA(+),1485,Indonesia: Bali,Indonesia,,Homo sapiens,,2010-12-26
KM216697,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/LAO/043/2010,Dengue virus,ssRNA(+),1423,Laos,Laos,,Homo sapiens,,2010-10-08
KM216698,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/044/2010,Dengue virus,ssRNA(+),1485,Indonesia,Indonesia,,Homo sapiens,,2010-06-10
KM216699,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/045/2010,Dengue virus,ssRNA(+),1485,Indonesia,Indonesia,,Homo sapiens,,2010-06-06
KM216701,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_047/2010,Dengue virus,ssRNA(+),1485,Indonesia: Bali,Indonesia,,Homo sapiens,,2010-05-07
KM216702,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_049/2010,Dengue virus,ssRNA(+),1485,Indonesia: Bali,Indonesia,,Homo sapiens,,2010-09-03
KM216703,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_050/2010,Dengue virus,ssRNA(+),1485,Indonesia: Bali,Indonesia,,Homo sapiens,,2010-06-10
KM216704,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_051/2010,Dengue virus,ssRNA(+),1485,Indonesia: Bali,Indonesia,,Homo sapiens,,2010-04-22
KM216705,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_052/2010,Dengue virus,ssRNA(+),1485,Indonesia: Bali,Indonesia,,Homo sapiens,,2010-08-06
KM216706,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_057/2010,Dengue virus,ssRNA(+),1485,Indonesia: Bali,Indonesia,,Homo sapiens,,2010-04-19
KM216707,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_059/2010,Dengue virus,ssRNA(+),1412,Indonesia: Bali,Indonesia,,Homo sapiens,,2010-09-02
KM216708,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Jakarta_060/2010,Dengue virus,ssRNA(+),1410,Indonesia: Jakarta,Indonesia,,Homo sapiens,,2010-10-18
KM216709,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_075/2011,Dengue virus,ssRNA(+),1485,Indonesia: Bali,Indonesia,,Homo sapiens,,2011-12-14
KM216710,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_076/2012,Dengue virus,ssRNA(+),1329,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-01-16
KM216711,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_077/2012,Dengue virus,ssRNA(+),1231,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-01-17
KM216712,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/TLS/Timor_078/2012,Dengue virus,ssRNA(+),840,East Timor,East Timor,,Homo sapiens,,2012-01-21
KM216713,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_079/2012,Dengue virus,ssRNA(+),1445,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-01-25
KM216714,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_080/2012,Dengue virus,ssRNA(+),1379,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-01-25
KM216715,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_082/2012,Dengue virus,ssRNA(+),1441,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-01-29
KM216716,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_084/2012,Dengue virus,ssRNA(+),1485,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-01-30
KM216717,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/THA/086/2012,Dengue virus,ssRNA(+),1421,Thailand,Thailand,,Homo sapiens,,2012-01-31
KM216718,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Lombok_087/2012,Dengue virus,ssRNA(+),1228,Indonesia: Lombok,Indonesia,,Homo sapiens,,2012-02-01
KM216719,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_088/2012,Dengue virus,ssRNA(+),975,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-02-02
KM216720,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_089/2012,Dengue virus,ssRNA(+),953,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-02-02
KM216721,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_090/2012,Dengue virus,ssRNA(+),1157,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-02-03
KM216722,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Lombok_091/2012,Dengue virus,ssRNA(+),1445,Indonesia: Lombok,Indonesia,,Homo sapiens,,2012-02-03
KM216723,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_092/2012,Dengue virus,ssRNA(+),1434,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-02-06
KM216724,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_094/2012,Dengue virus,ssRNA(+),1370,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-02-10
KM216725,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_095/2012,Dengue virus,ssRNA(+),1400,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-02-13
KM216726,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_096/2012,Dengue virus,ssRNA(+),1456,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-02-13
KM216727,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_097/2012,Dengue virus,ssRNA(+),1475,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-02-13
KM216728,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_098/2012,Dengue virus,ssRNA(+),1383,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-02-14
KM216729,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_100/2012,Dengue virus,ssRNA(+),1485,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-02-15
KM216730,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_102/2012,Dengue virus,ssRNA(+),1415,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-02-24
KM216731,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_103/2012,Dengue virus,ssRNA(+),1456,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-02-24
KM216732,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_104/2012,Dengue virus,ssRNA(+),1360,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-02-27
KM216733,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_105/2012,Dengue virus,ssRNA(+),1394,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-02-28
KM216734,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_106/2012,Dengue virus,ssRNA(+),1381,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-03-05
KM216735,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_107/2012,Dengue virus,ssRNA(+),1455,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-03-06
KM216736,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-25T00:00:00Z,D2/IDN/Bali_108/2012,Dengue virus,ssRNA(+),1434,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-02-06
KM222447,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.","University of Western Australia, School of Pathology and Laboratory Medicine",Australia,2015-03-07T00:00:00Z,D2/IDN/Bali_081/2012,Dengue virus,ssRNA(+),1430,Indonesia: Bali,Indonesia,,Homo sapiens,,2012-01-27
KP064517,"Shi,W., Wu,Y., Lin,J., Xie,Y.","Zhongshan Center for Disease Control and Prevention, Virus Laboratory",China,2015-02-28T00:00:00Z,14D2GDZS00A,Dengue virus,ssRNA(+),1485,China: Zhongshan,China,,Homo sapiens,,2014-10-25
KP064518,"Shi,W., Wu,Y., Lin,J., Xie,Y.","Zhongshan Center for Disease Control and Prevention, Virus Laboratory",China,2015-02-28T00:00:00Z,14D2GDZS00B,Dengue virus,ssRNA(+),1485,China: Zhongshan,China,,Homo sapiens,,2014-10-25
KP064519,"Shi,W., Wu,Y., Lin,J., Xie,Y.","Zhongshan Center for Disease Control and Prevention, Virus Laboratory",China,2015-02-28T00:00:00Z,14D2GDZS00C,Dengue virus,ssRNA(+),1485,China: Zhongshan,China,,Homo sapiens,,2014-10-25
KP064520,"Shi,W., Wu,Y., Lin,J., Xie,Y.","Zhongshan Center for Disease Control and Prevention, Virus Laboratory",China,2015-02-28T00:00:00Z,14D2GDZS00D,Dengue virus,ssRNA(+),1485,China: Zhongshan,China,,Homo sapiens,,2014-10-25
KP064521,"Shi,W., Wu,Y., Lin,J., Xie,Y.","Zhongshan Center for Disease Control and Prevention, Virus Laboratory",China,2015-02-28T00:00:00Z,14D2GDZS00F,Dengue virus,ssRNA(+),1485,China: Zhongshan,China,,Homo sapiens,,2014-10-25
KP064522,"Shi,W., Wu,Y., Lin,J., Xie,Y.","Zhongshan Center for Disease Control and Prevention, Virus Laboratory",China,2015-02-28T00:00:00Z,14D2GDZS00A,Dengue virus,ssRNA(+),1056,China: Zhongshan,China,,Homo sapiens,,2014-10-25
KP064523,"Shi,W., Wu,Y., Lin,J., Xie,Y.","Zhongshan Center for Disease Control and Prevention, Virus Laboratory",China,2015-02-28T00:00:00Z,14D2GDZS00B,Dengue virus,ssRNA(+),1056,China: Zhongshan,China,,Homo sapiens,,2014-10-25
KP064524,"Shi,W., Wu,Y., Lin,J., Xie,Y.","Zhongshan Center for Disease Control and Prevention, Virus Laboratory",China,2015-02-28T00:00:00Z,14D2GDZS00C,Dengue virus,ssRNA(+),1056,China: Zhongshan,China,,Homo sapiens,,2014-10-25
KP064525,"Shi,W., Wu,Y., Lin,J., Xie,Y.","Zhongshan Center for Disease Control and Prevention, Virus Laboratory",China,2015-02-28T00:00:00Z,14D2GDZS00D,Dengue virus,ssRNA(+),1056,China: Zhongshan,China,,Homo sapiens,,2014-10-25
KP064526,"Shi,W., Wu,Y., Lin,J., Xie,Y.","Zhongshan Center for Disease Control and Prevention, Virus Laboratory",China,2015-02-28T00:00:00Z,14D2GDZS00F,Dengue virus,ssRNA(+),1056,China: Zhongshan,China,,Homo sapiens,,2014-10-25
KP012546,"Zhao,H., Zhang,F.C., Zhu,Q., Wang,J., Hong,W.X., Zhao,L.Z., Deng,Y.Q., Qiu,S., Zhang,Y., Cai,W.P., Cao,W.C., Qin,C.F., Zhao,L.-Z., Jiang,T., Hong,W.-X., Li,X.-F., Deng,Y.-Q., Zhu,S.-Y., Qin,E.-D., Qin,C.-F., Zhang,F.-C.","Beijing Institute of Microbiology and Epidemiology, Department of Virology",China,2015-02-22T00:00:00Z,DENV2/CN/GZ05/2014,Dengue virus,ssRNA(+),10723,China: Guangdong,China,,Homo sapiens,blood,2014
KP012547,"Zhao,H., Zhu,Q., Zhao,L.-Z., Jiang,T., Hong,W.-X., Li,X.-F., Deng,Y.-Q., Zhu,S.-Y., Qin,E.-D., Qin,C.-F., Zhang,F.-C.","Beijing Institute of Microbiology and Epidemiology, Department of Virology",China,2015-02-22T00:00:00Z,DENV2/CN/GZ15/2014,Dengue virus,ssRNA(+),453,China: Guangdong,China,,Homo sapiens,blood,2014
KP012548,"Zhao,H., Zhu,Q., Zhao,L.-Z., Jiang,T., Hong,W.-X., Li,X.-F., Deng,Y.-Q., Zhu,S.-Y., Qin,E.-D., Qin,C.-F., Zhang,F.-C.","Beijing Institute of Microbiology and Epidemiology, Department of Virology",China,2015-02-22T00:00:00Z,DENV2/CN/GZ06/2014,Dengue virus,ssRNA(+),453,China: Guangdong,China,,Homo sapiens,blood,2014
KP012549,"Zhao,H., Zhu,Q., Zhao,L.-Z., Jiang,T., Hong,W.-X., Li,X.-F., Deng,Y.-Q., Zhu,S.-Y., Qin,E.-D., Qin,C.-F., Zhang,F.-C.","Beijing Institute of Microbiology and Epidemiology, Department of Virology",China,2015-02-22T00:00:00Z,DENV2/CN/GZ04/2014,Dengue virus,ssRNA(+),453,China: Guangdong,China,,Homo sapiens,blood,2014
KC571834,"Neeraja,M., Lakshmi,V., Lavanya,V., Priyanka,E.N., Parida,M.M., Dash,P.K., Sharma,S., Rao,P.V., Reddy,G., Laxmi,V., Lvanya,V., Rao,P.V.L.","DRDE, Virology",India,2015-02-01T00:00:00Z,DENV-2/998/NIMS/HYD/2012,Dengue virus,ssRNA(+),308,India,India,,Homo sapiens,blood,2012-12-06
KJ438864,"Sharma,P., Mittal,V., Chhabra,M., Singh,P., Rai,A.","National Centre for Disease Control, Department of Biotechnology",India,2015-01-20T00:00:00Z,1/D2/Del/2012,Dengue virus,ssRNA(+),483,India,India,,Homo sapiens,blood,2012
KJ438865,"Sharma,P., Mittal,V., Chhabra,M., Singh,P., Rai,A.","National Centre for Disease Control, Department of Biotechnology",India,2015-01-20T00:00:00Z,2/D2/Del/2012,Dengue virus,ssRNA(+),483,India,India,,Homo sapiens,blood,2012
KJ438866,"Sharma,P., Mittal,V., Chhabra,M., Singh,P., Rai,A.","National Centre for Disease Control, Department of Biotechnology",India,2015-01-20T00:00:00Z,3/D2/Del/2012,Dengue virus,ssRNA(+),483,India,India,,Homo sapiens,blood,2012
KJ438867,"Sharma,P., Mittal,V., Chhabra,M., Singh,P., Rai,A.","National Centre for Disease Control, Department of Biotechnology",India,2015-01-20T00:00:00Z,4/D2/Del/2012,Dengue virus,ssRNA(+),483,India,India,,Homo sapiens,blood,2012
KJ438868,"Sharma,P., Mittal,V., Chhabra,M., Singh,P., Rai,A.","National Centre for Disease Control, Department of Biotechnology",India,2015-01-20T00:00:00Z,5/D2/Del/2012,Dengue virus,ssRNA(+),483,India,India,,Homo sapiens,blood,2012
KJ438869,"Sharma,P., Mittal,V., Chhabra,M., Singh,P., Rai,A.","National Centre for Disease Control, Department of Biotechnology",India,2015-01-20T00:00:00Z,6/D2/Del/2012,Dengue virus,ssRNA(+),483,India,India,,Homo sapiens,blood,2012
KJ438870,"Sharma,P., Mittal,V., Chhabra,M., Singh,P., Rai,A.","National Centre for Disease Control, Department of Biotechnology",India,2015-01-20T00:00:00Z,7/D2/Del/2012,Dengue virus,ssRNA(+),483,India,India,,Homo sapiens,blood,2012
KJ438871,"Sharma,P., Mittal,V., Chhabra,M., Singh,P., Rai,A.","National Centre for Disease Control, Department of Biotechnology",India,2015-01-20T00:00:00Z,8/D2/Del/2012,Dengue virus,ssRNA(+),483,India,India,,Homo sapiens,blood,2012
KJ438872,"Sharma,P., Mittal,V., Chhabra,M., Singh,P., Rai,A.","National Centre for Disease Control, Department of Biotechnology",India,2015-01-20T00:00:00Z,9/D2/Del/2012,Dengue virus,ssRNA(+),483,India,India,,Homo sapiens,blood,2012
KJ438873,"Sharma,P., Mittal,V., Chhabra,M., Singh,P., Rai,A.","National Centre for Disease Control, Department of Biotechnology",India,2015-01-20T00:00:00Z,10/D2/Del/2012,Dengue virus,ssRNA(+),483,India,India,,Homo sapiens,blood,2012
KJ438874,"Sharma,P., Mittal,V., Chhabra,M., Singh,P., Rai,A.","National Centre for Disease Control, Department of Biotechnology",India,2015-01-20T00:00:00Z,11/D2/Del/2012,Dengue virus,ssRNA(+),483,India,India,,Homo sapiens,blood,2012
KJ438875,"Sharma,P., Mittal,V., Chhabra,M., Singh,P., Rai,A.","National Centre for Disease Control, Department of Biotechnology",India,2015-01-20T00:00:00Z,12/D2/Del/2012,Dengue virus,ssRNA(+),483,India,India,,Homo sapiens,blood,2012
KC762678,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,2015-01-17T00:00:00Z,MKS-WS73,Dengue virus,ssRNA(+),10723,Indonesia: Makassar,Indonesia,,Homo sapiens,blood,2010-03-04
